id,type,latitude,longitude,date,killedOrWounded,title,description,sources,imageUrl,imageCaption,videoUrl,videoCaption
149,incident,31.5027639,34.4145389,2025-06-03,8,8 wounded,"Israeli airplanes and a drone fired on people waiting for aid trucks at the Nabulsi Roundabout. Sources suggest one killed, but we were not able to verify. ","
<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://www.youtube.com/watch?v=FtUyK0sz4Ec"" target=""_blank"">Quds</a><br><a href=""https://qudsn.co/post/210735/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D9%86%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AC%D9%88%D8%B9%D9%8A%D9%86-%D9%88%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%86%D9%8A%D9%81%D8%A9-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Quds</a><br><a href=""https://t.me/QudsN/575896"" target=""_blank"">Quds</a><br><a href=""https://t.me/alburaij/256364"" target=""_blank"">https://t.me/alburaij/256364</a><br><a href=""https://t.me/QudsN/575911"" target=""_blank"">Quds</a><br><a href=""https://t.me/almayadeen/308136"" target=""_blank"">Al Mayadeen</a><br><a href=""https://t.me/Qudsn_Brk/93455"" target=""_blank"">Quds</a><br><a href=""https://t.me/hamza20300/351289"" target=""_blank"">https://t.me/hamza20300/351289</a><br><a href=""https://t.me/sndnewsa/402787"" target=""_blank"">Sanad</a>",,,,
150,incident,31.536989,34.464264,2025-06-04,5,"1 killed, 4 wounded","Israeli airstrike hit a soup kitchen, killing one and wounding at least four, including children. ","<a href=""https://t.me/gaza197/28292"" target=""_blank"">https://t.me/gaza197/28292</a><br><a href=""https://t.me/MegaziPress/96366"" target=""_blank"">https://t.me/MegaziPress/96366</a><br><a href=""https://t.me/alburaij/256473"" target=""_blank"">https://t.me/alburaij/256473</a><br><a href=""https://t.me/nusaairat1/61678"" target=""_blank"">https://t.me/nusaairat1/61678</a><br><a href=""https://t.me/gaza197/28293"" target=""_blank"">https://t.me/gaza197/28293</a><br><a href=""https://t.me/hamza20300/351366"" target=""_blank"">https://t.me/hamza20300/351366</a><br><a href=""https://t.me/hamza20300/351361"" target=""_blank"">https://t.me/hamza20300/351361</a>",,,,
151,incident,31.5027639,34.4145389,2025-06-04,1,1 wounded,Israeli airplanes and a drone again fired on people waiting for aid trucks at the Nabulsi Roundabout. ,"<a href=""https://www.aljazeera.net/news/2025/6/4/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%B5%D9%81-%D8%AE%D9%8A%D8%A7%D9%85%D8%A7-%D9%84%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D8%A8%D8%BA%D8%B2%D8%A9"" target=""_blank"">Al Jazeera</a><br><a href=""https://qudsn.co/post/210735/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D9%86%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AC%D9%88%D8%B9%D9%8A%D9%86-%D9%88%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%86%D9%8A%D9%81%D8%A9-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Quds</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
152,incident,31.32,34.27,2025-06-08,4,"1 killed, 3 wounded",Israeli airstrike hit a bakery in a tent in al-Mawasi. Sources report several wounded. We recorded three.,"<a href=""https://t.me/osama1984osama/110539"" target=""_blank"">Mayadeen</a><br><a href=""https://t.me/hamza20300/352339"" target=""_blank"">Palestine TV</a><br><a href=""https://t.me/almayadeen/308889"" target=""_blank"">Al Mayadeen</a><br><a href=""https://t.me/safaps/306416"" target=""_blank"">Safa</a><br><a href=""https://www.facebook.com/reel/737497361958633"" target=""_blank"">Palestine TV</a>",,,,
153,incident,31.582685,34.480648,2025-06-12,7,"5 killed, 2 wounded","Israeli planes targeted people in al-Sudaniya as they waited for aid from the Zikim border crossing. Sources reported ""other"" wounded. We recorded two.  ","<a href=""https://www.instagram.com/p/DK0O_QnOurp/"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.alarabiya.net/arab-and-world/2025/06/12/-10-%D9%82%D8%AA%D9%84%D9%89-%D8%A8%D9%86%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%A8%D9%86%D9%82%D8%A7%D8%B7-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%88%D9%85%D8%A4%D8%B3%D8%B3%D8%A9-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D8%A7%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D8%AA%D8%AA%D9%87%D9%85-%D8%AD%D9%85%D8%A7%D8%B3-%D8%A8%D9%82%D8%AA%D9%84-5-%D9%85%D9%86"" target=""_blank"">Al Arabiya</a><br><a href=""https://www.youtube.com/watch?v=DWI7KFL8Ra0"" target=""_blank"">Al Hadath</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
154,incident,31.5027639,34.4145389,2025-06-12,4,"1 killed, 3 wounded","Israeli forces targeted people waiting for aid at the Nabulsi Roundabout. Sources do not specify the number wounded, refering to ""others"" and ""tens"". We recorded three wounded. ","<a href=""https://t.me/Qudsn_Brk/94488"" target=""_blank"">Quds</a><br><a href=""https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%86%D8%AA%D8%B8%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%88%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%AA%D8%B5%D8%B9%D9%8A%D8%AF-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%A8%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Al Ghad</a><br><a href=""https://t.me/QudsN/579178"" target=""_blank"">Quds</a>",,,,
155,incident,31.52133004,34.44119402,2025-06-13,3,"1 killed, 2 wounded",Israeli planes targeted people in al-Sudaniya as they waited for aid from the Zikim border crossing. Sources do not specify number of wounded. We recorded two. ,"<a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%BA%D8%B2%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-20-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D9%85%D8%B9%D8%B8%D9%85%D9%87%D9%85-%D9%85%D9%86-%D9%85%D9%86%D8%AA%D8%B8%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA/3596762#"" target=""_blank"">Anadolu</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
156,incident,31.5027639,34.4145389,2025-06-13,13,"3 killed, 10 wounded",Israeli forces targeted people waiting for aid at the Nabulsi Roundabout. ,"<a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%BA%D8%B2%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-20-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D9%85%D8%B9%D8%B8%D9%85%D9%87%D9%85-%D9%85%D9%86-%D9%85%D9%86%D8%AA%D8%B8%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA/3596762#"" target=""_blank"">Anadolu</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://t.me/QudsN/580144"" target=""_blank"">Quds</a><br><a href=""https://t.me/Qudsn_Brk/94835"" target=""_blank"">Quds</a>",,,,
157,incident,31.582685,34.480648,2025-06-14,62,"12 killed, 50 wounded",Israeli ships and artillery fired on people in al-Sudaniya as they waited for aid from the Zikim border crossing. ,"<a href=""https://english.wafa.ps/Pages/Details/158378"" target=""_blank"">Wafa</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
158,,31.5027639,34.4145389,2025-06-14,3,3 killed,Israeli ships fired on people waiting for aid near the Nabulsi Roundabout. Sources reported either three or four people killed. We recorded three. ,"<a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%BA%D8%B2%D8%A9-%D9%85%D9%82%D8%AA%D9%84-34-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D9%87%D8%AC%D9%85%D8%A7%D8%AA-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9/3597758"" target=""_blank"">Anadolu</a><br><a href=""https://qudsn.co/post/210885/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D9%86%D8%AA%D8%B8%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%88%D8%B3%D8%B7-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Quds</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
159,incident,31.515,34.44,2025-06-15,1,1 killed,Israeli troops fired on people waiting for aid west of Gaza City. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
160,incident,31.533701,34.448318,2025-06-15,1,1 killed,Israeli airstrike hit people waiting for aid in al-Shati Camp. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
161,incident,31.582685,34.480648,2025-06-15,4,4 killed,Israeli planes targeted people in al-Sudaniya as they waited for aid from the Zikim border crossing. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
162,incident,31.533701,34.448318,2025-06-16,17,"5 killed, 12 wounded",Israeli troops fired on people waiting for aid in al-Shati Camp. Sources report a dozen wounded. We recorded 12.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
163,incident,31.55,34.5,2025-06-16,7,"5 killed, 2 wounded",Israeli forces fired on people waiting for aid near Beit Lahia. Sources don't specify number of wounded. We recorded two.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
164,incident,31.42,34.35,2025-06-17,3,"1 killed, 2 wounded",Israeli airstrike hit people waiting for aid on Salah al-Din street in Gaza City. Sources don't specify number of wounded. We recorded two. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://t.me/safaps/308517"" target=""_blank"">Safa</a><br><a href=""https://t.me/almayadeen/311274"" target=""_blank"">Al Mayadeen</a><br><a href=""https://x.com/alarabytv_brk/status/1934661620048765250"" target=""_blank"">Alaraby TV</a><br><a href=""https://www.arab48.com/%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7%D8%AA/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-2023/2025/06/15/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-%D9%85%D8%AC%D8%A7%D8%B2%D8%B1-%D9%85%D8%AA%D9%88%D8%A7%D8%B5%D9%84%D8%A9-%D9%88%D8%A3%D9%88%D8%B6%D8%A7%D8%B9-%D8%A5%D9%86%D8%B3%D8%A7%D9%86%D9%8A%D8%A9-%D9%83%D8%A7%D8%B1%D8%AB%D9%8A%D8%A9?page=3"" target=""_blank"">Arab48</a><br><a href=""https://www.youtube.com/watch?v=HZd8zUIQ5og"" target=""_blank"">Al Ghad</a>",,,,
165,incident,31.533701,34.448318,2025-06-17,8,"6 killed, 2 wounded",Israeli airstrike hit people waiting for aid in al-Shati Camp. Sources don't specify the number of wounded. We recorded two. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://english.wafa.ps/Pages/Details/158447"" target=""_blank"">Wafa</a>",,,,
166,incident,31.52,34.43,2025-06-22,11,"9 killed, 2 wounded",Israeli forces fired on people waiting for aid on al-Rashid Street near Beit Lahia. Some sources say more than 25 wounded. Others do not specify. We recorded two. ,"<a href=""https://www.wafa.ps/pages/details/124123"" target=""_blank"">Wafa</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://x.com/ajmurgent/status/1936832279692664858"" target=""_blank"">Al Jazeera</a><br><a href=""https://x.com/Alarabytv_BRK/status/1936829312704958693"" target=""_blank"">Alaraby TV</a><br><a href=""https://www.wafa.ps/Pages/Details/124048?fbclid=IwY2xjawLY0R1leHRuA2FlbQIxMABicmlkETFON2Z3QnB5T1VMSHZWVmp6AR6yjNS09icGaOh5vI48XOJqXlzOcJK-mk5cMCli6Fxjh2TKRg-thJaI0B8vDQ_aem_EUImYM-aZlsI4cZXF_Sufw"" target=""_blank"">Wafa</a><br><a href=""https://www.youtube.com/watch?v=oGjV5s8yu4U"" target=""_blank"">Al Jazeera</a>",,,,
167,incident,31.56715358,34.47267192,2025-06-23,25,"10 killed, 15 wounded",Israeli forces fired on people waiting for aid near Beit Lahia. Early sources say five killed. Later sources suggest as many as 10 bodies being brought to hospital. We recorded 10 killed because it was unclear whether reports of bodies being brought were in addition to or inclusive of initial five reported killed.,"<a href=""https://www.wafa.ps/pages/details/124123"" target=""_blank"">Wafa</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://x.com/ajmurgent/status/1936832279692664858"" target=""_blank"">Al Jazeera</a><br><a href=""https://x.com/Alarabytv_BRK/status/1936829312704958693"" target=""_blank"">Al Araby TV</a><br><a href=""https://www.wafa.ps/Pages/Details/124048?fbclid=IwY2xjawLY0R1leHRuA2FlbQIxMABicmlkETFON2Z3QnB5T1VMSHZWVmp6AR6yjNS09icGaOh5vI48XOJqXlzOcJK-mk5cMCli6Fxjh2TKRg-thJaI0B8vDQ_aem_EUImYM-aZlsI4cZXF_Sufw"" target=""_blank"">Wafa</a><br><a href=""https://www.youtube.com/watch?v=oGjV5s8yu4U"" target=""_blank"">Al Jazeera</a>",,,,
168,incident,31.533701,34.448318,2025-06-25,3,"1 killed, 2 wounded",Israeli airstrike hit people waiting for aid in al-Shati Camp. Sources don't specify the number of wounded. We recorded two.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
169,incident,31.425,34.355,2025-06-26,40,"18 killed, 22 wounded","At least 40 casualties after Israeli airstrike hit a warehouse where, reportedly, civil police and local families were selling flour at standard prices after confiscating it from commercial traders who were selling it at inflated prices.","<a href=""https://pchrgaza.org/ar/%d9%82%d8%b5%d9%81-%d8%a7%d9%84%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84-%d9%86%d9%82%d8%b7%d8%a9-%d8%aa%d9%88%d8%b2%d9%8a%d8%b9-%d8%b7%d8%ad%d9%8a%d9%86-%d9%88%d8%b3%d8%b7-%d8%af%d9%8a%d8%b1-%d8%a7%d9%84/"" target=""_blank"">PCHR</a><br><a href=""https://www.theguardian.com/world/2025/jun/27/israeli-strike-palestinian-police-distributing-aid-gaza"" target=""_blank"">The Guardian</a><br><a href=""https://www.abc.net.au/news/2025-06-28/haaretz-report-israeli-soldiers-ordered-shoot-palestinians-gaza/105472990"" target=""_blank"">ABC News</a>",,,,
170,incident,31.55769756,34.46362463,2025-06-28,3,3 killed,"Israeli forces, including troops and artillery or naval ships, fired on civilians waiting for aid trucks from the Zikim crossing, including TNH contributor Hani Qarmoot. At least three killed, including a boy of about 10 years old. ","<a href=""https://www.thenewhumanitarian.org/opinion/first-person/2025/07/15/under-fire-flour-aid-food-night-survival-gaza"" target=""blank"">The New Humanitarian</a>",,,,
171,incident,31.44357755,34.39773214,2025-06-28,7,"2 killed, 5 wounded","Israeli airstrike hit a bakery, leaving at least seven casualties. Sources report ""others"" and ""dozens"" injured. Video evidence suggests at least five wounded. We recorded five. ","<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://t.me/QudsN/588021"" target=""_blank"">Quds</a><br><a href=""https://t.me/sndnewsa/409296"" target=""_blank"">Sanad</a><br><a href=""https://snd.ps/post/141689/631-%D9%8A%D9%88%D9%85%D8%A7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%85%D8%B9%D9%86-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D9%88%D8%AA%D8%AC%D9%88%D9%8A%D8%B9-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Sanad</a>",,,,
172,incident,31.51,34.45,2025-06-30,15,"13 killed, 2 wounded",Israeli forces fired on people waiting for aid in Gaza City. Sources don't specify the number wounded. We recorded two. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
173,incident,34.4145389,34.4145389,2025-07-01,9,"7 killed, 2 wounded",Israeli forces fired on people waiting for aid at the Nabulsi Roundabout. Sources don't specify the number wounded. We recorded two. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://english.wafa.ps/Pages/Details/158903"" target=""_blank"">Wafa</a><br><a href=""https://t.me/Qudsn_Brk/97678"" target=""_blank"">Quds</a>",,,,
174,incident,31.5,34.435,2025-07-01,76,"11 killed, 65 wounded",Israeli forces targeted people waiting for aid southwest of Gaza City. Sources say that more than 65 were injured.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
175,incident,31.5027639,34.4145389,2025-07-02,2,2 wounded,Two people waiting for aid injured by quadcopter bombs in two incidents at the Nabulsi Roundabout and near the Wadi Gaza bridge.,"<a href=""https://x.com/QudsNen/status/1940379664578646021"" target=""_blank"">Quds</a><br><a href=""https://t.me/hpress/415384"" target=""_blank"">https://t.me/hpress/415384</a><br><a href=""https://t.me/osama1984osama/113555"" target=""_blank"">https://t.me/osama1984osama/113555</a>",,,,
176,incident,31.52,34.435,2025-07-03,16,16 killed,"Israeli tanks and snipers fired at aid trucks and civilians trying to collect flour, killing at least 16 including a former MSF employee, Abdullah Hammad.","<a href=""https://www.msf.fr/communiques-presse/un-membre-de-msf-abdullah-hammad-tue-par-les-forces-israeliennes-la-12eme-victime-de-l-organisation-a-gaza-depuis-octobre"" target=""_blank"">MSF</a><br><a href=""https://x.com/MSF/status/1941211488506569016"" target=""_blank"">MSF</a><br><a href=""https://www.msf.fr/communiques-presse/un-membre-de-msf-abdullah-hammad-tue-par-les-forces-israeliennes-la-12eme-victime-de-l-organisation-a-gaza-depuis-octobre"" target=""_blank"">MSF</a>",,,,
177,incident,34.4145389,34.4145389,2025-07-03,106,"6 killed, 100 wounded",Israeli forces fired on people waiting for aid at the Nabulsi Roundabout. Reports say more than 100 wounded. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://x.com/QudsNen/status/1940583699034395050"" target=""_blank"">Quds</a><br><a href=""https://english.wafa.ps/Pages/Details/158976"" target=""_blank"">Wafa</a>",,,,
178,incident,31.515,34.44,2025-07-05,18,"3 killed, 15 wounded",Israeli forces fired on people collecting water at a desalination plant west of Gaza City. Reports say about 15 wounded.,"<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-304-gaza-strip-enarhe"" target=""blank"">OCHA</a>",,,,
179,incident,31.421733,34.358057,2025-07-06,6,"3 killed, 3 wounded",Israeli airstrike or artillery hit a soup kitchen in Deir al-Balah. Sources say several wounded. We recorded three.,"<a href=""https://www.wafa.ps/Pages/Details/125062"" target=""_blank"">Wafa</a><br><a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%A3%D8%B7%D9%81%D8%A7%D9%84-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-81-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D9%88%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D9%86%D8%A7%D8%B1-%D8%A8%D8%BA%D8%B2%D8%A9/3623210"" target=""_blank"">Anadolu</a><br><a href=""https://t.me/AjaNews/402795"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/QudsN/591224"" target=""_blank"">Quds</a><br><a href=""https://t.me/hamza20300/358873"" target=""_blank"">https://t.me/hamza20300/358873</a><br><a href=""https://t.me/osama1984osama/114103"" target=""_blank"">https://t.me/osama1984osama/114103</a><br><a href=""https://t.me/QudsN/591258"" target=""_blank"">Quds</a>",,,,
180,incident,31.52,34.45,2025-07-10,45,"15 killed, 30 wounded","Israeli airstrike hit queue of people waiting for nutritional supplements outside an aid centre operated by a UNICEF partner, killing 15, including 10 children. Later reporting suggests death toll my be as high as 17 with over 30 wounded. ","<a href=""https://news.un.org/en/story/2025/07/1165365"" target=""_blank"">UN</a><br><a href=""https://www.wafa.ps/Pages/Details/125358"" target=""_blank"">Wafa</a><br><a href=""https://www.wafa.ps/Pages/Details/125358"" target=""_blank"">Al Jazeera</a><br><a href=""https://aje.io/wl6n6h?update=3829460"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.youtube.com/watch?v=cb8J3B4oh1M"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.washingtonpost.com/world/2025/07/10/israel-gaza-strike-clinic-children-malnutrition/"" target=""_blank"">The Washington Post</a>",,,,
181,incident,31.5809492,34.48376224,2025-07-10,5,"3 killed, 2 wounded","Israeli forces fired on people waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. Sources don't specify the number wounded. We recorded two. ","<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D9%85%D8%AC%D8%A7%D8%B2%D8%B1-%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9-%D8%AC%D9%8A%D8%B4-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D9%8A%D9%82%D8%AA%D9%84-47-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D8%A3%D9%86%D8%AD%D8%A7%D8%A1-%D8%BA%D8%B2%D8%A9-/3626705"" target=""_blank"">Anadolu</a><br><a href=""https://english.wafa.ps/Pages/Details/159164"" target=""_blank"">Wafa</a><br><a href=""https://t.me/muhamadalsharif/445904"" target=""_blank"">https://t.me/muhamadalsharif/445904</a><br><a href=""https://www.youtube.com/watch?v=z5qWZfXQhwU"" target=""_blank"">Al Ghad</a>",,,,
182,incident,34.4145389,34.4145389,2025-07-12,2,2 killed,Israeli airstrike hit people waiting for aid west of Gaza City. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
183,incident,31.533701,34.448318,2025-07-12,51,"11 killed, 40 wounded",Israeli airstrike or drone hit people collecting water at a water truck. Many of the casualties were children. Sources report over 40 wounded. ,"<a href=""https://x.com/QudsNen/status/1944056856986460314"" target=""_blank"">Quds</a><br><a href=""https://english.wafa.ps/Pages/Details/159204"" target=""_blank"">Wafa</a><br><a href=""https://www.bbc.com/news/articles/ckglpk9xjewo"" target=""_blank"">BBC News</a>",,,,
184,incident,31.285,34.265,2025-07-13,2,2 wounded,"Israeli airstrike hit a soup kitchen, injuring two. The Israeli military issued a warning before the strike. Sources say people injured. We recorded two.  ","<a href=""https://t.me/QudsN/594187"" target=""_blank"">Quds</a><br><a href=""https://t.me/dcdgaza/9315"" target=""_blank"">Civil Defence</a><br><a href=""https://snd.ps/post/142640/%D8%A7%D9%84%D8%A5%D8%A8%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D9%8A%D8%A9-%D8%AA%D8%AF%D8%AE%D9%84-%D9%8A%D9%88%D9%85%D9%87%D8%A7-%D8%A7%D9%84-647-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D9%84%D9%8A-%D8%A8%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Sanad</a><br><a href=""https://t.me/mohnadQ/64855"" target=""_blank"">https://t.me/mohnadQ/64855</a>",,,,
185,incident,31.4476556,34.392875,2025-07-13,26,"11 killed, 15 wounded","Israeli airstrike killed 11 people, including seven children, lined up at a water distribution point. The Israeli military said the strike targeted an Islamic Jihad militant, but a technical malfunction caused the strike to hit ""dozens of metres away from the intended target"".","<a href=""https://news.un.org/en/story/2025/07/1165386"" target=""_blank"">UN</a><br><a href=""https://www.washingtonpost.com/world/2025/07/13/israel-gaza-idf-children-killed/"" target=""_blank"">The Washington Post</a><br><a href=""https://www.theguardian.com/world/2025/jul/13/dozens-of-palestinians-killed-in-latest-israeli-attacks-near-food-aid-distribution-sites-medics-and-witnesses-say"" target=""_blank"">The Guardian</a><br><a href=""https://www.bbc.com/news/articles/c4gd01g1gxro"" target=""_blank"">BBC News</a><br><a href=""https://www.timesofisrael.com/idf-admits-error-in-deadly-strike-on-water-delivery-site-as-truce-talks-stay-jammed/"" target=""_blank"">The Times of Israel</a><br><a href=""https://www.aljazeera.com/news/2025/7/13/children-collecting-water-among-59-palestinians-killed-by-israel-in-gaza"" target=""_blank"">Al Jazeera</a><br><a href=""https://english.wafa.ps/Pages/Details/159218"" target=""_blank"">Wafa</a>",,,,
